author_id,validation_level,rank_level
U03523,md1_validated,level_3
U03524,,level_0
U03525,,level_0
U03526,md_validated,level_3
U03527,,level_1
U03528,md2_validated,level_3
U03529,md2_validated,level_0
U03530,,level_0
U03531,,level_0
U03532,,level_2
U03533,realid_validated,level_2
U03534,,level_0
U03535,,level_0
U03536,md1_validated,level_1
U03537,,level_0
U03538,,level_0
U03539,,level_0
U03540,,level_0
U03541,md3_validated,level_0
U03542,,level_1
U03543,,level_0
U03544,,level_0
U03545,,level_3
U03546,,level_0
U03547,realid_validated,level_0
U03548,realid_validated,level_0
U03549,,level_0
U03550,,level_4
U03551,,level_2
U03552,realid_validated,level_3
U03553,,level_1
U03554,,level_0
U03555,,level_1
U03556,,level_0
U03557,,level_0
U03558,md1_validated,unk
U03559,,level_3
U03560,,level_0
U03561,,level_0
U03562,,level_0
U03563,,level_1
U03564,,level_0
U03565,,level_0
U03566,,unk
U03567,,level_0
U03568,,level_3
U03569,,level_2
U03570,md_validated,level_1
U03571,md3_validated,level_3
U03572,,level_0
U03573,,level_0
U03574,md_validated,level_1
U03575,,level_1
U03576,,level_0
U03577,,level_0
U03578,,level_0
U03579,,level_0
U03580,md1_validated,level_4
U03581,md_validated,level_3
U03582,,level_0
U03583,,level_1
U03584,realid_validated,level_0
U03585,,level_0
U03586,,level_0
U03587,,level_0
U03588,,level_0
U03589,,level_0
U03590,md2_validated,level_0
U03591,,level_0
U03592,,level_1
U03593,,level_0
U03594,,level_0
U03595,realid_validated,level_0
U03596,md1_validated,level_3
U03597,md3_validated,level_1
U03598,,level_3
U03599,md1_validated,level_1
U03600,md1_validated,level_0
U03601,,level_0
U03602,,level_0
U03603,,level_0
U03604,md1_validated,unk
U03605,md2_validated,level_1
U03606,,level_0
U03607,md1_validated,level_0
U03608,,level_0
U03609,,level_0
U03610,md2_validated,level_1
U03611,,level_0
U03612,,level_0
U03613,realid_validated,level_2
U03614,,level_1
U03615,,level_2
U03616,realid_validated,level_1
U03617,,level_3
U03618,,level_3
U03619,,level_0
U03620,,level_0
U03621,,level_0
U03622,,level_0
U03623,,level_1
U03624,,level_1
U03625,,level_0
U03626,,level_0
U03627,,unk
U03628,,level_0
U03629,,level_0
U03630,,level_0
U03631,md1_validated,level_0
U03632,,level_0
U03633,,level_0
U03634,,level_2
U03635,,level_0
U03636,,level_0
U03637,realid_validated,unk
U03638,,level_1
U03639,,level_0
U03640,,level_1
U03641,,level_0
U03642,,level_4
U03643,,level_0
U03644,md1_validated,unk
U03645,,level_0
U03646,,level_0
U03647,,level_0
U03648,,level_0
U03649,,level_1
U03650,realid_validated,level_2
U03651,,level_1
U03652,md1_validated,level_4
U03653,realid_validated,level_0
U03654,realid_validated,level_0
U03655,md_validated,level_1
U03656,md1_validated,level_3
U03657,,level_0
U03658,,level_0
U03659,,level_4
U03660,,level_0
U03661,md_validated,level_2
U03662,md2_validated,level_1
U03663,,level_0
U03664,realid_validated,level_0
U03665,,level_0
U03666,,level_0
U03667,,level_3
U03668,,level_0
U03669,md1_validated,level_3
U03670,,level_0
U03671,,level_0
U03672,,level_0
U03673,,level_3
U03674,md1_validated,level_3
U03675,,level_0
U03676,md_validated,level_1
U03677,,level_3
U03678,,level_1
U03679,,level_0
U03680,,level_0
U03681,realid_validated,level_0
U03682,,level_0
U03683,,level_0
U03684,,level_0
U03685,md1_validated,level_0
U03686,,level_2
U03687,md2_validated,unk
U03688,,level_0
U03689,,level_1
U03690,,level_0
U03691,md2_validated,level_0
U03692,,level_0
U03693,,level_0
U03694,md1_validated,unk
U03695,,level_0
U03696,,level_0
U03697,,level_0
U03698,,level_1
U03699,,level_0
U03700,,level_1
U03701,,level_0
U03702,md2_validated,level_0
U03703,realid_validated,level_3
U03704,,level_0
U03705,,level_1
U03706,md1_validated,level_0
U03707,md2_validated,level_1
U03708,,level_0
U03709,,level_2
U03710,,level_1
U03711,,level_0
U03712,,level_2
U03713,realid_validated,level_0
U03714,md1_validated,level_1
U03715,,level_0
U03716,,level_1
U03717,md1_validated,unk
U03718,md1_validated,level_0
U03719,,level_0
U03720,realid_validated,level_0
U03721,,level_0
U03722,,level_0
U03723,md1_validated,level_1
U03724,,level_0
U03725,,level_0
U03726,,level_4
U03727,,level_2
U03728,,level_0
U03729,md1_validated,unk
U03730,,level_0
U03731,,level_1
U03732,,level_0
U03733,,level_4
U03734,,level_0
U03735,,level_1
U03736,,level_0
U03737,,level_0
U03738,,level_0
U03739,,level_0
U03740,,level_0
U03741,md_validated,level_1
U03742,md_validated,level_4
U03743,md_validated,level_3
U03744,md_validated,unk
U03745,md_validated,level_1
U03746,md_validated,level_3
U03747,md1_validated,level_1
U03748,md1_validated,level_1
U03749,md_validated,level_3
U03750,,level_0
U03751,,level_0
U03752,,level_2
U03753,realid_validated,level_0
U03754,,level_0
U03755,md1_validated,level_1
U03756,,level_0
U03757,,level_0
U03758,md1_validated,level_0
U03759,,level_0
U03760,md2_validated,level_3
U03761,,level_0
U03762,,level_0
U03763,,level_0
U03764,,level_0
U03765,,level_0
U03766,,level_1
U03767,,level_1
U03768,,level_0
U03769,,level_0
U03770,,level_0
U03771,,level_0
U03772,,level_1
U03773,,level_2
U03774,,level_0
U03775,,level_0
U03776,md2_validated,level_3
U03777,md2_validated,level_0
U03778,,level_0
U03779,md3_validated,level_0
U03780,realid_validated,level_0
U03781,md_validated,level_1
U03782,,level_2
U03783,,level_3
U03784,realid_validated,level_1
U03785,md1_validated,level_0
U03786,,level_0
U03787,,level_0
U03788,,level_0
U03789,,level_2
U03790,realid_validated,level_2
U03791,md1_validated,level_0
U03792,,level_0
U03793,md1_validated,level_2
U03794,,level_0
U03795,,level_1
U03796,,level_1
U03797,md2_validated,level_1
U03798,,level_0
U03799,,level_0
U03800,md2_validated,level_3
U03801,md1_validated,level_0
U03802,realid_validated,level_0
U03803,,level_0
U03804,,level_0
U03805,,level_0
U03806,,level_1
U03807,,level_0
U03808,,level_0
U03809,,level_0
U03810,,level_0
U03811,,level_0
U03812,,level_2
U03813,realid_validated,level_0
U03814,,level_0
U03815,md_validated,level_1
U03816,,level_1
U03817,,level_0
U03818,,level_0
U03819,,level_0
U03820,,level_0
U03821,,level_0
U03822,,level_0
U03823,,level_3
U03824,,level_0
U03825,,level_1
U03826,,level_0
U03827,realid_validated,level_0
U03828,,level_1
U03829,,level_1
U03830,,level_0
U03831,,level_0
U03832,realid_validated,level_0
U03833,,level_0
U03834,,level_0
U03835,realid_validated,level_1
U03836,md1_validated,unk
U03837,,level_1
U03838,md1_validated,level_0
U03839,md2_validated,level_1
U03840,,level_0
U03841,realid_validated,level_4
U03842,,level_0
U03843,md1_validated,level_1
U03844,,level_0
U03845,md1_validated,level_0
U03846,,level_0
U03847,,level_0
U03848,,level_0
U03849,,level_0
U03850,,level_0
U03851,md1_validated,level_0
U03852,,level_0
U03853,,level_0
U03854,,level_0
U03855,,level_0
U03856,,level_0
U03857,,level_0
U03858,,level_0
U03859,,level_0
U03860,,level_0
U03861,,level_1
U03862,md2_validated,level_0
U03863,,level_0
U03864,md_validated,unk
U03865,md1_validated,unk
U03866,realid_validated,level_0
U03867,,level_0
U03868,,level_0
U03869,,level_1
U03870,,level_1
U03871,,level_0
U03872,,level_0
U03873,,level_0
U03874,realid_validated,level_2
U03875,md1_validated,level_0
U03876,md_validated,level_1
U03877,,level_0
U03878,,level_0
U03879,,level_0
U03880,,level_0
U03881,,level_0
U03882,,level_0
U03883,md2_validated,level_0
U03884,,level_0
U03885,,level_3
U03886,md1_validated,level_1
U03887,,level_0
U03888,,level_0
U03889,,level_0
U03890,,level_0
U03891,md1_validated,level_0
U03892,,level_0
U03893,,level_0
U03894,,level_0
U03895,,level_0
U03896,,level_0
U03897,,level_0
U03898,,level_0
U03899,,level_0
U03900,,level_1
U03901,,level_3
U03902,md2_validated,level_3
U03903,,level_0
U03904,md_validated,level_1
U03905,md_validated,level_1
U03906,md_validated,unk
U03907,md_validated,level_1
U03908,md_validated,level_2
U03909,md_validated,level_2
U03910,md_validated,level_1
U03911,md_validated,level_3
U03912,md_validated,level_1
U03913,md_validated,level_1
U03914,md_validated,level_1
U03915,md2_validated,level_0
U03916,,level_0
U03917,realid_validated,level_0
U03918,realid_validated,level_0
U03919,,level_0
U03920,,level_0
U03921,,level_0
U03922,,level_2
U03923,,level_0
U03924,,level_2
U03925,,level_0
U03926,md1_validated,level_4
U03927,,level_0
U03928,,level_0
U03929,realid_validated,level_0
U03930,,level_2
U03931,,level_0
U03932,,level_0
U03933,,level_0
U03934,,level_0
U03935,md2_validated,level_3
U03936,md1_validated,level_1
U03937,realid_validated,level_3
U03938,,level_1
U03939,,level_3
U03940,,level_0
U03941,,level_1
U03942,md1_validated,unk
U03943,md1_validated,level_0
U03944,,level_0
U03945,,level_0
U03946,,level_3
U03947,realid_validated,level_0
U03948,,level_0
U03949,realid_validated,level_0
U03950,,level_0
U03951,realid_validated,level_3
U03952,md1_validated,level_3
U03953,,level_1
U03954,realid_validated,level_0
U03955,realid_validated,level_3
U03956,,level_0
U03957,,level_0
U03958,md1_validated,level_0
U03959,,level_0
U03960,,unk
U03961,,level_1
U03962,md1_validated,level_2
U03963,,level_1
U03964,,level_1
U03965,realid_validated,level_0
U03966,,level_0
U03967,realid_validated,level_3
U03968,,level_1
U03969,,level_0
U03970,,level_0
U03971,md2_validated,level_2
U03972,,level_0
U03973,,level_0
U03974,,level_0
U03975,,level_0
U03976,,level_0
U03977,md2_validated,level_1
U03978,,level_0
U03979,,level_0
U03980,md1_validated,level_0
U03981,realid_validated,level_0
U03982,md2_validated,level_0
U03983,realid_validated,level_0
U03984,,level_0
U03985,realid_validated,level_1
U03986,,level_2
U03987,,level_0
U03988,,level_0
U03989,,level_0
U03990,,level_0
U03991,,level_0
U03992,,unk
U03993,,level_0
U03994,,level_3
U03995,md2_validated,level_0
U03996,,level_1
U03997,,level_0
U03998,,level_0
U03999,,level_0
U04000,md1_validated,level_0
U04001,md2_validated,level_1
U04002,,level_0
U04003,,level_1
U04004,md2_validated,level_4
U04005,,level_0
U04006,,level_0
U04007,,level_2
U04008,realid_validated,level_0
U04009,,level_0
U04010,,level_4
U04011,md_validated,level_3
U04012,,level_1
U04013,md1_validated,level_0
U04014,realid_validated,level_3
U04015,realid_validated,level_0
U04016,,level_0
U04017,md2_validated,level_1
U04018,,level_0
U04019,realid_validated,level_0
U04020,realid_validated,level_0
U04021,md1_validated,level_1
U04022,,level_0
U04023,,level_0
U04024,,level_2
U04025,,level_0
U04026,realid_validated,unk
U04027,,level_0
U04028,,level_0
U04029,,level_0
U04030,,level_0
U04031,,level_0
U04032,,level_0
U04033,,level_0
U04034,,level_0
U04035,,level_0
U04036,,level_3
U04037,,level_1
U04038,,level_0
U04039,,level_0
U04040,,level_0
U04041,realid_validated,level_0
U04042,,level_0
U04043,,level_0
U04044,,level_1
U04045,md1_validated,level_1
U04046,,level_0
U04047,,level_4
U04048,,level_0
U04049,,level_0
U04050,,level_0
U04051,,level_0
U04052,,level_0
U04053,,level_0
U04054,,level_0
U04055,realid_validated,level_3
U04056,,level_0
U04057,,level_0
U04058,md2_validated,level_1
U04059,realid_validated,level_1
U04060,,level_1
U04061,,level_1
U04062,realid_validated,level_0
U04063,md1_validated,unk
U04064,,level_0
U04065,,level_3
U04066,,level_0
U04067,,level_0
U04068,,level_3
U04069,,level_0
U04070,,level_0
U04071,realid_validated,level_2
U04072,,level_0
U04073,,level_0
U04074,md_validated,level_1
U04075,,level_0
U04076,realid_validated,level_0
U04077,,level_0
U04078,,level_1
U04079,,level_0
U04080,,level_0
U04081,md1_validated,level_2
U04082,,level_1
U04083,,level_3
U04084,,level_0
U04085,,level_0
U04086,,level_0
U04087,,level_0
U04088,md1_validated,level_4
U04089,,level_0
U04090,,level_4
U04091,realid_validated,level_0
U04092,md2_validated,level_0
U04093,,level_0
U04094,realid_validated,level_0
U04095,md2_validated,level_3
U04096,,level_0
U04097,,level_0
U04098,md_validated,level_1
U04099,md2_validated,level_3
U04100,realid_validated,level_0
U04101,,level_2
U04102,,level_0
U04103,,level_0
U04104,,level_0
U04105,,level_0
U04106,md_validated,level_3
U04107,realid_validated,level_0
U04108,,level_2
U04109,,level_0
U04110,,level_0
U04111,,level_0
U04112,,level_0
U04113,,level_0
U04114,,level_0
U04115,,level_0
U04116,,level_0
U04117,,level_0
U04118,,level_0
U04119,,level_0
U04120,,level_1
U04121,,level_0
U04122,,level_0
U04123,,level_0
U04124,,level_1
U04125,md1_validated,level_1
U04126,,level_0
U04127,,level_3
U04128,,level_0
U04129,,level_0
U04130,,level_1
U04131,,level_0
U04132,,level_3
U04133,md2_validated,level_1
U04134,,level_0
U04135,md1_validated,level_0
U04136,,level_0
U04137,,level_0
U04138,md1_validated,level_1
U04139,,level_0
U04140,,level_0
U04141,,level_0
U04142,,level_0
U04143,realid_validated,level_0
U04144,,level_0
U04145,,level_0
U04146,,level_0
U04147,,level_2
U04148,realid_validated,level_0
U04149,,level_0
U04150,realid_validated,level_0
U04151,,level_0
U04152,realid_validated,level_0
U04153,,level_0
U04154,realid_validated,level_0
U04155,,level_0
U04156,,level_0
U04157,realid_validated,level_0
U04158,,level_0
U04159,,level_0
U04160,,level_0
U04161,,level_0
U04162,,level_0
U04163,,level_0
U04164,,level_0
U04165,,level_0
U04166,,level_1
U04167,md1_validated,unk
U04168,,level_3
U04169,md1_validated,unk
U04170,,level_0
U04171,,level_0
U04172,md_validated,level_1
U04173,realid_validated,level_2
U04174,,level_0
U04175,realid_validated,level_1
U04176,,level_0
U04177,md_validated,level_1
U04178,md1_validated,level_2
U04179,,level_1
U04180,md1_validated,level_1
U04181,,level_0
U04182,,level_0
U04183,md2_validated,level_0
U04184,realid_validated,level_0
U04185,,level_0
U04186,,level_0
U04187,md2_validated,level_0
U04188,,level_2
U04189,md_validated,level_3
U04190,,level_0
U04191,,level_0
U04192,,level_2
U04193,,level_0
U04194,,level_0
U04195,,level_0
U04196,,level_1
U04197,realid_validated,level_1
U04198,,level_0
U04199,md1_validated,level_3
U04200,,level_0
U04201,,level_3
U04202,md1_validated,level_0
U04203,,level_3
U04204,realid_validated,level_0
U04205,,level_0
U04206,,level_4
U04207,md3_validated,level_1
U04208,,level_0
U04209,,level_2
U04210,,level_1
U04211,,level_0
U04212,,level_0
U04213,,level_0
U04214,,level_0
U04215,,level_3
U04216,,level_0
U04217,md2_validated,level_2
U04218,,level_2
U04219,,level_1
U04220,,level_0
U04221,md1_validated,level_3
U04222,,level_3
U04223,,level_0
U04224,,level_0
U04225,realid_validated,level_4
U04226,md2_validated,level_1
U04227,md_validated,level_3
U04228,realid_validated,level_0
U04229,md_validated,level_1
U04230,,level_2
U04231,,level_1
U04232,,level_0
U04233,realid_validated,level_0
U04234,,level_2
U04235,realid_validated,level_3
U04236,md2_validated,level_0
U04237,md1_validated,level_1
U04238,,level_0
U04239,realid_validated,level_0
U04240,,level_1
U04241,,level_0
U04242,md2_validated,level_1
U04243,realid_validated,level_0
U04244,,level_0
U04245,,level_0
U04246,,level_1
U04247,realid_validated,level_1
U04248,,level_0
U04249,realid_validated,level_3
U04250,md3_validated,level_2
U04251,,level_0
U04252,,level_0
U04253,md2_validated,level_0
U04254,md_validated,level_1
U04255,,level_3
U04256,,level_0
U04257,,level_0
U04258,,level_0
U04259,,level_4
U04260,,level_0
U04261,,level_0
U04262,md1_validated,level_0
U04263,realid_validated,level_2
U04264,,level_0
U04265,,level_0
U04266,,level_0
U04267,,level_3
U04268,,level_0
U04269,md1_validated,level_3
U04270,md1_validated,level_0
U04271,realid_validated,level_0
U04272,,level_0
U04273,,level_0
U04274,md1_validated,level_0
U04275,,level_0
U04276,,level_0
U04277,,level_0
U04278,,level_2
U04279,,level_0
U04280,,level_0
U04281,,level_3
U04282,realid_validated,level_2
U04283,,level_0
U04284,realid_validated,level_0
U04285,,level_2
U04286,md_validated,level_2
U04287,realid_validated,level_0
U04288,,level_0
U04289,,level_0
U04290,,level_0
U04291,md1_validated,level_0
U04292,,level_0
U04293,md2_validated,level_1
U04294,,level_0
U04295,,level_1
U04296,md2_validated,level_3
U04297,,level_0
U04298,,level_3
U04299,,level_0
U04300,realid_validated,level_0
U04301,,level_1
U04302,,level_0
U04303,,level_0
U04304,,level_0
U04305,,level_3
U04306,,level_0
U04307,,level_0
U04308,,level_0
U04309,,level_0
U04310,,level_0
U04311,,level_0
U04312,,level_0
U04313,,level_0
U04314,,level_0
U04315,,level_0
U04316,,level_0
U04317,,level_3
U04318,md_validated,level_1
U04319,realid_validated,level_3
U04320,,level_1
U04321,,level_4
U04322,md2_validated,level_0
U04323,realid_validated,level_0
U04324,,level_0
U04325,,level_0
U04326,,level_3
U04327,,level_1
U04328,,level_0
U04329,realid_validated,level_0
U04330,,level_0
U04331,realid_validated,level_1
U04332,,level_0
U04333,md2_validated,level_3
U04334,,level_0
U04335,,level_1
U04336,,level_0
U04337,realid_validated,level_1
U04338,realid_validated,level_0
U04339,,level_3
U04340,,level_3
U04341,,level_0
U04342,,level_0
U04343,,level_0
U04344,,level_0
U04345,,level_0
U04346,,level_0
U04347,md1_validated,level_0
U04348,,level_0
U04349,,level_3
U04350,,level_2
U04351,,level_1
U04352,realid_validated,level_0
U04353,md2_validated,level_3
U04354,,level_0
U04355,,level_0
U04356,,level_0
U04357,,level_1
U04358,,level_1
U04359,,level_0
U04360,md_validated,level_1
U04361,,level_0
U04362,,level_0
U04363,,level_4
U04364,,level_0
U04365,,level_1
U04366,md_validated,level_1
U04367,md_validated,unk
U04368,,level_3
U04369,,level_0
U04370,,level_0
U04371,,level_1
U04372,,level_0
U04373,,level_0
U04374,md1_validated,level_3
U04375,,level_0
U04376,md1_validated,unk
U04377,,level_0
U04378,,level_0
U04379,,level_0
U04380,,level_1
U04381,,level_0
U04382,,level_0
U04383,realid_validated,level_0
U04384,,level_0
U04385,,level_3
U04386,,level_0
U04387,,level_0
U04388,,level_3
U04389,,level_0
U04390,,level_0
U04391,realid_validated,level_0
U04392,md1_validated,level_0
U04393,,level_0
U04394,,level_0
U04395,,level_0
U04396,,level_0
U04397,,level_0
U04398,,level_0
U04399,,level_0
U04400,md4_validated,level_0
U04401,,level_0
U04402,,level_0
U04403,,level_0
U04404,,level_0
U04405,,level_2
U04406,realid_validated,level_1
U04407,,level_0
U04408,,level_0
U04409,,level_0
U04410,realid_validated,level_1
U04411,realid_validated,level_0
U04412,realid_validated,level_1
U04413,,level_0
U04414,,level_0
U04415,,level_1
U04416,,level_0
U04417,md1_validated,level_2
U04418,,level_0
U04419,realid_validated,level_0
U04420,realid_validated,level_0
U04421,,level_0
U04422,,level_0
U04423,md1_validated,level_0
U04424,,level_0
U04425,realid_validated,level_0
U04426,md2_validated,level_3
U04427,md_validated,level_3
U04428,md1_validated,level_2
U04429,,level_2
U04430,,level_0
U04431,,level_0
U04432,md1_validated,unk
U04433,,level_0
U04434,,level_0
U04435,,level_1
U04436,,level_0
U04437,md2_validated,level_3
U04438,realid_validated,level_1
U04439,,level_0
U04440,,level_0
U04441,,level_0
U04442,,level_0
U04443,,level_0
U04444,,level_1
U04445,,level_0
U04446,md1_validated,level_2
U04447,,level_0
U04448,,level_0
U04449,,level_0
U04450,,level_0
U04451,md_validated,level_3
U04452,md_validated,level_1
U04453,md_validated,level_1
U04454,,level_1
U04455,,level_0
U04456,,level_1
U04457,,unk
U04458,md1_validated,unk
U04459,,level_1
U04460,,level_0
U04461,,level_1
U04462,,level_2
U04463,,level_0
U04464,,level_0
U04465,,level_0
U04466,,level_1
U04467,,level_0
U04468,,level_0
U04469,,level_0
U04470,realid_validated,level_1
U04471,,level_1
U04472,,level_4
U04473,,level_0
U04474,realid_validated,level_0
U04475,,level_0
U04476,md1_validated,level_0
U04477,,level_0
U04478,md_validated,level_3
U04479,,level_1
U04480,,level_0
U04481,,level_0
U04482,realid_validated,level_1
U04483,,level_0
U04484,,level_2
U04485,,level_1
U04486,,level_0
U04487,,level_0
U04488,,level_0
U04489,,level_0
U04490,md1_validated,unk
U04491,,level_0
U04492,,level_0
U04493,,level_0
U04494,,level_3
U04495,,level_0
U04496,,level_0
U04497,realid_validated,level_0
U04498,md1_validated,level_2
U04499,md2_validated,level_0
U04500,realid_validated,level_0
U04501,,level_1
U04502,,level_0
U04503,,level_1
U04504,,level_1
U04505,,level_3
U04506,,level_1
U04507,,level_0
U04508,realid_validated,level_0
U04509,,level_1
U04510,md4_validated,level_0
U04511,,level_0
U04512,,level_0
U04513,,level_0
U04514,realid_validated,level_0
U04515,realid_validated,level_1
U04516,realid_validated,level_0
U04517,,level_0
U04518,,level_1
U04519,,level_0
U04520,,level_0
U04521,,level_0
U04522,,level_0
U04523,realid_validated,level_1
U04524,md_validated,level_2
U04525,,level_0
U04526,,level_0
U04527,,level_0
U04528,realid_validated,level_0
U04529,,level_1
U04530,,level_2
U04531,realid_validated,level_0
U04532,realid_validated,level_3
U04533,,level_1
U04534,,level_1
U04535,,level_0
U04536,,level_0
U04537,realid_validated,level_0
U04538,,level_0
U04539,,level_0
U04540,,level_0
U04541,,level_0
U04542,,level_0
U04543,,level_0
U04544,realid_validated,level_0
U04545,,level_0
U04546,,level_0
U04547,md1_validated,level_1
U04548,,level_0
U04549,,level_0
U04550,realid_validated,level_4
U04551,,level_0
U04552,,level_0
U04553,,level_0
U04554,,level_0
U04555,,level_0
U04556,,level_3
U04557,realid_validated,level_1
U04558,,level_0
U04559,,level_0
U04560,,level_0
U04561,,level_0
U04562,,level_0
U04563,,level_0
U04564,md_validated,unk
U04565,md_validated,level_1
U04566,md1_validated,level_1
U04567,,level_0
U04568,,level_0
U04569,,level_0
U04570,,level_0
U04571,,level_0
U04572,realid_validated,level_0
U04573,md1_validated,level_3
U04574,,level_0
U04575,,level_1
U04576,,level_0
U04577,,level_0
U04578,,level_0
U04579,,level_0
U04580,,level_0
U04581,,level_0
U04582,,level_0
U04583,,level_0
U04584,,level_3
U04585,realid_validated,level_0
U04586,realid_validated,level_0
U04587,,level_0
U04588,realid_validated,level_0
U04589,,level_0
U04590,md_validated,level_1
U04591,realid_validated,level_0
U04592,,level_0
U04593,,level_0
U04594,,level_0
U04595,,level_0
U04596,,level_1
U04597,realid_validated,level_2
U04598,,level_0
U04599,,level_3
U04600,md_validated,level_0
U04601,,level_3
U04602,,level_0
U04603,,level_0
U04604,,level_0
U04605,realid_validated,level_0
U04606,,level_0
U04607,,level_0
U04608,,level_0
U04609,,level_0
U04610,,level_0
U04611,,level_0
U04612,realid_validated,level_4
U04613,,level_0
U04614,md1_validated,level_0
U04615,md1_validated,level_0
U04616,,level_3
U04617,,level_0
U04618,,level_1
U04619,,level_0
U04620,md1_validated,level_3
U04621,,level_0
U04622,realid_validated,level_0
U04623,,level_0
U04624,,level_0
U04625,,level_1
U04626,,level_0
U04627,,level_2
U04628,,level_3
U04629,md2_validated,level_1
U04630,realid_validated,level_0
U04631,,unk
U04632,,level_0
U04633,realid_validated,level_0
U04634,md1_validated,level_1
U04635,,level_0
U04636,,level_0
U04637,,level_0
U04638,,level_3
U04639,,level_0
U04640,realid_validated,level_2
U04641,,level_3
U04642,,level_0
U04643,,level_0
U04644,md1_validated,level_0
U04645,realid_validated,level_0
U04646,,level_0
U04647,,level_0
U04648,md1_validated,level_1
U04649,realid_validated,level_1
U04650,realid_validated,level_0
U04651,md4_validated,unk
U04652,,level_0
U04653,,level_0
U04654,,level_0
U04655,,level_0
U04656,md1_validated,level_4
U04657,,level_0
U04658,,level_0
U04659,,level_0
U04660,,level_2
U04661,,level_0
U04662,,level_1
U04663,,level_1
U04664,,level_0
U04665,,level_0
U04666,,level_4
U04667,,level_1
U04668,,level_0
U04669,,level_0
U04670,,level_1
U04671,,level_0
U04672,,level_0
U04673,,level_0
U04674,,level_0
U04675,,level_0
U04676,,level_0
U04677,md1_validated,level_1
U04678,,level_0
U04679,,level_0
U04680,,level_0
U04681,md1_validated,level_0
U04682,,level_0
U04683,,level_0
U04684,,level_0
U04685,,level_0
U04686,realid_validated,level_4
U04687,,level_0
U04688,,level_0
U04689,,level_0
U04690,,level_3
U04691,md3_validated,level_0
U04692,md1_validated,unk
U04693,realid_validated,level_0
U04694,realid_validated,level_1
U04695,,level_1
U04696,,level_0
U04697,realid_validated,level_0
U04698,,level_0
U04699,,level_0
U04700,,level_0
U04701,realid_validated,level_0
U04702,,level_0
U04703,realid_validated,level_0
U04704,realid_validated,level_1
U04705,,level_0
U04706,,level_0
U04707,md1_validated,level_3
U04708,,level_1
U04709,md2_validated,level_0
U04710,md_validated,unk
U04711,,level_3
U04712,md2_validated,level_0
U04713,,level_0
U04714,realid_validated,level_0
U04715,md1_validated,level_1
U04716,,level_0
U04717,,level_1
U04718,,level_0
U04719,,level_1
U04720,,level_0
U04721,,level_0
U04722,md2_validated,level_1
U04723,,level_0
U04724,realid_validated,level_0
U04725,,level_0
U04726,,level_0
U04727,,level_0
U04728,,level_0
U04729,,level_0
U04730,,level_0
U04731,,level_0
U04732,,level_0
U04733,,level_0
U04734,,level_0
U04735,,level_0
U04736,,level_0
U04737,,level_0
U04738,realid_validated,level_0
U04739,md1_validated,level_1
U04740,,level_2
U04741,realid_validated,level_0
U04742,,level_1
U04743,md2_validated,level_3
U04744,,level_1
U04745,,level_0
U04746,,level_0
U04747,realid_validated,level_0
U04748,,level_0
U04749,md2_validated,level_2
U04750,realid_validated,level_0
U04751,,level_3
U04752,realid_validated,level_0
U04753,,level_0
U04754,,level_0
U04755,realid_validated,level_2
U04756,,level_0
U04757,md2_validated,level_0
U04758,,level_0
U04759,md1_validated,level_4
U04760,realid_validated,level_0
U04761,realid_validated,level_0
U04762,,level_0
U04763,,level_0
U04764,,level_0
U04765,md_validated,level_1
U04766,,level_0
U04767,,level_1
U04768,realid_validated,level_0
U04769,,level_0
U04770,,level_0
U04771,realid_validated,level_0
U04772,,level_0
U04773,realid_validated,level_0
U04774,realid_validated,level_0
U04775,,level_0
U04776,,level_3
U04777,,level_0
U04778,realid_validated,level_0
U04779,,level_0
U04780,realid_validated,level_0
U04781,,level_1
U04782,,level_0
U04783,realid_validated,level_0
U04784,,level_2
U04785,md1_validated,level_2
U04786,realid_validated,level_0
U04787,md3_validated,level_1
U04788,,level_0
U04789,,level_0
U04790,,level_0
U04791,,level_1
U04792,realid_validated,level_0
U04793,md1_validated,level_3
U04794,,level_0
U04795,,level_1
U04796,,level_1
U04797,,level_0
U04798,realid_validated,level_0
U04799,,level_0
U04800,,level_1
U04801,,level_0
U04802,,level_0
U04803,md1_validated,unk
U04804,,level_1
U04805,realid_validated,level_0
U04806,realid_validated,level_1
U04807,realid_validated,level_0
U04808,,level_0
U04809,,level_0
U04810,,level_0
U04811,realid_validated,level_0
U04812,,level_1
U04813,md_validated,level_1
U04814,md1_validated,level_1
U04815,,level_0
U04816,realid_validated,level_0
U04817,realid_validated,level_0
U04818,md1_validated,level_3
U04819,realid_validated,level_0
U04820,,level_0
U04821,,level_0
U04822,md2_validated,level_2
U04823,md2_validated,level_3
U04824,realid_validated,level_0
U04825,realid_validated,level_1
U04826,,level_1
U04827,,level_0
U04828,,level_0
U04829,,level_0
U04830,,level_0
U04831,realid_validated,unk
U04832,,level_0
U04833,,level_0
U04834,,level_1
U04835,md1_validated,level_2
U04836,,level_0
U04837,realid_validated,level_0
U04838,,level_0
U04839,,level_0
U04840,,level_0
U04841,,level_0
U04842,,level_0
U04843,,level_0
U04844,realid_validated,level_0
U04845,,level_2
U04846,,level_1
U04847,,level_1
U04848,,level_0
U04849,,level_2
U04850,,level_2
U04851,realid_validated,level_2
U04852,,level_0
U04853,,level_0
U04854,,level_0
U04855,,level_1
U04856,,level_0
U04857,,level_0
U04858,,level_2
U04859,realid_validated,level_1
U04860,,level_1
