user_page,author_id,validation_level,rank_level,username,rank,role,forum_role_title,title_next_leveling,badges
space-uid-3659088.html,U04199,md1_validated,level_3,赵*荣,10.0,仁者爱医,2013-6-13 20:02 上传,"仁者爱医, 积分 7, 距离下一级还需 14 积分","['实名认证', '我爱企鹅', '医师资格认证', '持之以恒LV3', '快问医生', '资质认证']"
space-uid-528542.html,U04200,,level_0,雪*,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2751791.html,U04201,,level_3,s****1,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分",['持之以恒LV4']
space-uid-3983559.html,U04202,md1_validated,level_0,杏****3,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证', '医师资格认证']"
space-uid-549250.html,U04203,,level_3,w****8,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分",['持之以恒LV2']
space-uid-4016917.html,U04204,realid_validated,level_0,蔡****歌,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['实名认证']
space-uid-2748237.html,U04205,,level_0,林*,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3977390.html,U04206,,level_4,k****0,20.0,崭露头角,,"崭露头角, 积分 32, 距离下一级还需 19 积分",['持之以恒LV3']
space-uid-1130085.html,U04207,md3_validated,level_1,h****u,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '医师资格认证', '副主任医师副高职称认证', '快问医生', '资质认证', '持之以恒LV6']"
space-uid-3070615.html,U04208,,level_0,z****g,,访问学者,2013-7-5 16:04 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-592167.html,U04209,,level_2,刘*仪,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分",[]
space-uid-139698.html,U04210,,level_1,天**缝,3.0,初入杏林,2013-8-3 12:22 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-2462445.html,U04211,,level_0,再**陀,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2805120.html,U04212,,level_0,平****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV1']"
space-uid-4098739.html,U04213,,level_0,o****n,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4111911.html,U04214,,level_0,为*3,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-487556.html,U04215,,level_3,s****n,10.0,仁者爱医,,"仁者爱医, 积分 7, 距离下一级还需 14 积分",[]
space-uid-2545591.html,U04216,,level_0,w****u,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-448799.html,U04217,md2_validated,level_2,太****g,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分","['实名认证', '医师资格认证', '主治医师中级职称认证']"
space-uid-3537759.html,U04218,,level_2,s****w,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分","['中秋', '持之以恒LV4']"
space-uid-2660.html,U04219,,level_1,c****1,3.0,初入杏林,2013-8-21 23:55 上传,"初入杏林, 积分 1, 距离下一级还需 2 积分",[]
space-uid-4108774.html,U04220,,level_0,l****e,,访问学者,2013-8-24 13:14 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1120570.html,U04221,md1_validated,level_3,d****e,10.0,仁者爱医,,"仁者爱医, 积分 14, 距离下一级还需 7 积分","['实名认证', '医师资格认证', '持之以恒LV5']"
space-uid-2567101.html,U04222,,level_3,望**川,10.0,仁者爱医,,"仁者爱医, 积分 7, 距离下一级还需 14 积分","['我爱企鹅', '持之以恒LV2']"
space-uid-4108862.html,U04223,,level_0,b****e,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-373848.html,U04224,,level_0,n****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2806118.html,U04225,realid_validated,level_4,x****x,20.0,崭露头角,,"崭露头角, 积分 25, 距离下一级还需 26 积分","['持之以恒LV1', '实名认证', '我爱企鹅', '中秋']"
space-uid-1124171.html,U04226,md2_validated,level_1,水**子,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '医师资格认证', '持之以恒LV1', '我爱企鹅', '主治医师中级职称认证', '快问医生', '资质认证']"
space-uid-231090.html,U04227,md_validated,level_3,z**o,10.0,仁者爱医,2013-6-16 12:43 上传,"仁者爱医, 积分 5, 距离下一级还需 16 积分","['快问医生', '权威医生']"
space-uid-2825358.html,U04228,realid_validated,level_0,西****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证', '持之以恒LV3']"
space-uid-3696793.html,U04229,md_validated,level_1,陈**康,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '快问医生', '资质认证']"
space-uid-1073716.html,U04230,,level_2,x****p,5.0,杏林医者,,"杏林医者, 积分 4, 距离下一级还需 1 积分",[]
space-uid-626929.html,U04231,,level_1,l****7,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",['我爱企鹅']
space-uid-4098652.html,U04232,,level_0,山**贤,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-3926572.html,U04233,realid_validated,level_0,东*,,访问学者,2013-6-28 12:30 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['实名认证']
space-uid-2940107.html,U04234,,level_2,各**通,5.0,杏林医者,,"杏林医者, 积分 4, 距离下一级还需 1 积分",['持之以恒LV1']
space-uid-388848.html,U04235,realid_validated,level_3,s**珑,10.0,仁者爱医,2013-6-29 21:24 上传,"仁者爱医, 积分 16, 距离下一级还需 5 积分",['实名认证']
space-uid-3820098.html,U04236,md2_validated,level_0,C****N,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '主治医师中级职称认证', '持之以恒LV5', '持之以恒LV6']"
space-uid-3781650.html,U04237,md1_validated,level_1,z****1,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '医师资格认证', '快问医生', '资质认证']"
space-uid-3516646.html,U04238,,level_0,世*,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1032396.html,U04239,realid_validated,level_0,刘****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '我爱企鹅', '持之以恒LV2']"
space-uid-2561048.html,U04240,,level_1,q****0,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",['我爱企鹅']
space-uid-4019692.html,U04241,,level_0,g****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-320126.html,U04242,md2_validated,level_1,z****q,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分","['实名认证', '主治医师中级职称认证']"
space-uid-2394439.html,U04243,realid_validated,level_0,顾*店,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证', '持之以恒LV1']"
space-uid-3006326.html,U04244,,level_0,刘*花,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-2579798.html,U04245,,level_0,逆**舞,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-636116.html,U04246,,level_1,a****4,3.0,初入杏林,2013-7-26 09:36 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-3863047.html,U04247,realid_validated,level_1,y****g,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '我爱企鹅', '持之以恒LV2']"
space-uid-4079311.html,U04248,,level_0,这**天,,访问学者,2013-8-3 22:20 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-2410866.html,U04249,realid_validated,level_3,米*氰,10.0,仁者爱医,2013-8-5 06:19 上传,"仁者爱医, 积分 6, 距离下一级还需 15 积分","['我爱企鹅', '实名认证']"
space-uid-1041279.html,U04250,md3_validated,level_2,m****z,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分","['实名认证', '副主任医师副高职称认证', '持之以恒LV5']"
space-uid-1109245.html,U04251,,level_0,g****l,,访问学者,2013-8-12 22:37 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-277863.html,U04252,,level_0,日*,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-570415.html,U04253,md2_validated,level_0,w****3,,访问学者,2013-8-19 22:00 上传,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '主治医师中级职称认证']"
space-uid-789427.html,U04254,md_validated,level_1,f****y,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分","['快问医生', '资质认证']"
space-uid-598593.html,U04255,,level_3,z****8,10.0,仁者爱医,2013-8-20 16:35 上传,"仁者爱医, 积分 5, 距离下一级还需 16 积分",[]
space-uid-4045072.html,U04256,,level_0,k****u,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-26637.html,U04257,,level_0,l***n,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1088800.html,U04258,,level_0,比****天,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1086215.html,U04259,,level_4,l****g,20.0,崭露头角,,"崭露头角, 积分 35, 距离下一级还需 16 积分",['我爱企鹅']
space-uid-3943733.html,U04260,,level_0,x****9,,访问学者,2013-7-7 11:43 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-24998.html,U04261,,level_0,s****n,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV5']"
space-uid-3550713.html,U04262,md1_validated,level_0,郭*涛,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '医师资格认证', '我爱企鹅', '持之以恒LV1']"
space-uid-118513.html,U04263,realid_validated,level_2,定*,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分","['实名认证', '中秋']"
space-uid-4050095.html,U04264,,level_0,玲*,,访问学者,2013-7-17 16:03 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-3787632.html,U04265,,level_0,记****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-3704397.html,U04266,,level_0,y****9,,访问学者,2013-8-8 23:32 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-254379.html,U04267,,level_3,蛋**生,10.0,仁者爱医,2013-8-11 22:01 上传,"仁者爱医, 积分 6, 距离下一级还需 15 积分",['我爱企鹅']
space-uid-4018140.html,U04268,,level_0,m****9,,访问学者,2013-8-12 00:29 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-904875.html,U04269,md1_validated,level_3,医**鸟,10.0,仁者爱医,2013-8-13 19:19 上传,"仁者爱医, 积分 9, 距离下一级还需 12 积分","['实名认证', '医师资格认证', '评论达人LV1', '我是帅哥', '快问医生', '资质认证', '持之以恒LV5']"
space-uid-2968044.html,U04270,md1_validated,level_0,z****g,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '医师资格认证', '持之以恒LV3']"
space-uid-3509441.html,U04271,realid_validated,level_0,s****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证']"
space-uid-3736687.html,U04272,,level_0,张*空,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3975729.html,U04273,,level_0,医****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-2969756.html,U04274,md1_validated,level_0,a****3,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '医师资格认证']"
space-uid-3965770.html,U04275,,level_0,z****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV1']"
space-uid-2557942.html,U04276,,level_0,仙***1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-1170178.html,U04277,,level_0,a****e,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-83752.html,U04278,,level_2,l****e,5.0,杏林医者,,"杏林医者, 积分 4, 距离下一级还需 1 积分",['持之以恒LV3']
space-uid-3990571.html,U04279,,level_0,w****u,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3943157.html,U04280,,level_0,曾*东,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-824938.html,U04281,,level_3,成*子,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分",['我爱企鹅']
space-uid-2783031.html,U04282,realid_validated,level_2,秉*,5.0,杏林医者,,"杏林医者, 积分 4, 距离下一级还需 1 积分","['实名认证', '持之以恒LV5']"
space-uid-4074893.html,U04283,,level_0,自****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-153025.html,U04284,realid_validated,level_0,x****c,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '持之以恒LV5']"
space-uid-360081.html,U04285,,level_2,t****6,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分",[]
space-uid-795872.html,U04286,md_validated,level_2,游***8,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分","['我爱企鹅', '持之以恒LV3', '快问医生', '资质认证']"
space-uid-3779207.html,U04287,realid_validated,level_0,t****3,,访问学者,2013-8-3 20:04 上传,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证']"
space-uid-268693.html,U04288,,level_0,大*堂,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4079497.html,U04289,,level_0,客*人,,访问学者,2013-8-5 10:25 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-4065609.html,U04290,,level_0,s****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4072294.html,U04291,md1_validated,level_0,w****i,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '医师资格认证', '持之以恒LV5']"
space-uid-3539625.html,U04292,,level_0,w****i,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV1']"
space-uid-341329.html,U04293,md2_validated,level_1,c****7,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['我爱企鹅', '实名认证', '主治医师中级职称认证', '持之以恒LV3', '快问医生', '资质认证']"
space-uid-4013447.html,U04294,,level_0,c****i,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV1']
space-uid-694428.html,U04295,,level_1,i****n,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分",['持之以恒LV2']
space-uid-638189.html,U04296,md2_validated,level_3,沙**树,10.0,仁者爱医,,"仁者爱医, 积分 7, 距离下一级还需 14 积分","['实名认证', '主治医师中级职称认证', '快问医生', '资质认证', '权威医生']"
space-uid-642475.html,U04297,,level_0,相***己,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-863058.html,U04298,,level_3,快**孔,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分",['持之以恒LV5']
space-uid-7037638.html,U04299,,level_0,u****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-194053.html,U04300,realid_validated,level_0,z****6,,访问学者,2011-9-1 15:24 上传,"访问学者, 积分 0, 距离下一级还需 1 积分","['持之以恒LV1', '实名认证']"
space-uid-87416.html,U04301,,level_1,经**学,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分","['持之以恒LV5', '持之以恒LV6']"
space-uid-7039833.html,U04302,,level_0,u****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-7040024.html,U04303,,level_0,u****2,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3003320.html,U04304,,level_0,v****j,,访问学者,2012-6-20 09:58 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-552913.html,U04305,,level_3,1****T,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分",['我爱企鹅']
space-uid-3494709.html,U04306,,level_0,w****2,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2419322.html,U04307,,level_0,m**z,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-7037026.html,U04308,,level_0,u****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4680336.html,U04309,,level_0,龙****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV1']
space-uid-216598.html,U04310,,level_0,w****y,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-7038224.html,U04311,,level_0,u****4,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6142291.html,U04312,,level_0,l****p,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-7029513.html,U04313,,level_0,u****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-5066347.html,U04314,,level_0,j****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-869040.html,U04315,,level_0,南*雪,,访问学者,2023-5-12 14:48 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-7017653.html,U04316,,level_0,u****0,,访问学者,2023-6-2 15:50 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-784999.html,U04317,,level_3,冰**壶,10.0,仁者爱医,2023-6-5 15:48 上传,"仁者爱医, 积分 7, 距离下一级还需 14 积分",[]
space-uid-6664604.html,U04318,md_validated,level_1,y****8,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['快问医生', '资质认证', '持之以恒LV6']"
space-uid-541282.html,U04319,realid_validated,level_3,寿*,10.0,仁者爱医,,"仁者爱医, 积分 13, 距离下一级还需 8 积分","['实名认证', '持之以恒LV1']"
space-uid-695421.html,U04320,,level_1,m****a,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['我爱企鹅', '持之以恒LV5']"
space-uid-896372.html,U04321,,level_4,沙*,20.0,崭露头角,,"崭露头角, 积分 29, 距离下一级还需 22 积分","['中秋', '持之以恒LV4']"
space-uid-300571.html,U04322,md2_validated,level_0,体**查,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证', '主治医师中级职称认证']"
space-uid-802268.html,U04323,realid_validated,level_0,m****i,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '持之以恒LV5']"
space-uid-6880034.html,U04324,,level_0,u****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3976950.html,U04325,,level_0,苏**年,,访问学者,2013-7-27 15:17 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-838717.html,U04326,,level_3,s****8,10.0,仁者爱医,,"仁者爱医, 积分 10, 距离下一级还需 11 积分",['持之以恒LV5']
space-uid-286764.html,U04327,,level_1,败*草,3.0,初入杏林,2013-8-1 12:03 上传,"初入杏林, 积分 1, 距离下一级还需 2 积分",[]
space-uid-4075928.html,U04328,,level_0,白****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-3850280.html,U04329,realid_validated,level_0,守***福,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['实名认证']
space-uid-4078298.html,U04330,,level_0,郁*,,访问学者,2013-8-2 22:17 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2474481.html,U04331,realid_validated,level_1,w****9,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '持之以恒LV3']"
space-uid-3546008.html,U04332,,level_0,d****o,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-884767.html,U04333,md2_validated,level_3,施*和,10.0,仁者爱医,,"仁者爱医, 积分 19, 距离下一级还需 2 积分","['医师资格认证', '实名认证', '主治医师中级职称认证']"
space-uid-2365104.html,U04334,,level_0,毛***g,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-834423.html,U04335,,level_1,干**椒,3.0,初入杏林,2013-6-30 00:41 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-4067739.html,U04336,,level_0,放**爱,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3632801.html,U04337,realid_validated,level_1,l***c,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",['实名认证']
space-uid-3822065.html,U04338,realid_validated,level_0,胡*昆,,访问学者,2013-7-25 17:21 上传,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证']"
space-uid-2405787.html,U04339,,level_3,河****龙,10.0,仁者爱医,2013-7-26 10:25 上传,"仁者爱医, 积分 11, 距离下一级还需 10 积分",['持之以恒LV5']
space-uid-31297.html,U04340,,level_3,灭**灵,10.0,仁者爱医,,"仁者爱医, 积分 9, 距离下一级还需 12 积分","['我爱企鹅', '持之以恒LV1']"
space-uid-2716420.html,U04341,,level_0,w****v,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV5']
space-uid-2906996.html,U04342,,level_0,防****9,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV4']
space-uid-2399271.html,U04343,,level_0,吴*杰,,访问学者,2013-7-1 09:56 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3887858.html,U04344,,level_0,a****y,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4046673.html,U04345,,level_0,风***0,,访问学者,2013-7-13 16:53 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4058037.html,U04346,,level_0,c***b,,访问学者,2013-7-21 23:02 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-756401.html,U04347,md1_validated,level_0,古*煌,,访问学者,2013-7-22 10:55 上传,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '医师资格认证']"
space-uid-3938936.html,U04348,,level_0,南*风,,访问学者,2013-7-22 18:58 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-2179.html,U04349,,level_3,c****0,10.0,仁者爱医,2013-5-7 20:51 上传,"仁者爱医, 积分 18, 距离下一级还需 3 积分",[]
space-uid-446033.html,U04350,,level_2,蜜***0,5.0,杏林医者,,"杏林医者, 积分 4, 距离下一级还需 1 积分",[]
space-uid-181399.html,U04351,,level_1,a****r,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-3591441.html,U04352,realid_validated,level_0,h****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['实名认证']
space-uid-3994988.html,U04353,md2_validated,level_3,j****a,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分","['实名认证', '主治医师中级职称认证', '我是帅哥', '模范爸爸']"
space-uid-538738.html,U04354,,level_0,c****n,,访问学者,2013-6-8 19:42 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-4041023.html,U04355,,level_0,d****d,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-3981519.html,U04356,,level_0,a****b,,访问学者,2013-7-9 14:24 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-141702.html,U04357,,level_1,w***8,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV2']"
space-uid-565731.html,U04358,,level_1,h**i,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",[]
space-uid-2390948.html,U04359,,level_0,c***3,,访问学者,2013-7-16 15:51 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-812640.html,U04360,md_validated,level_1,星*健,3.0,初入杏林,2013-7-19 10:55 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分","['我爱企鹅', '快问医生', '资质认证', '持之以恒LV1']"
space-uid-3977140.html,U04361,,level_0,z****8,,访问学者,2013-7-19 16:00 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV2']
space-uid-3512799.html,U04362,,level_0,爱***头,,访问学者,2013-7-19 20:08 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-480110.html,U04363,,level_4,逯*飞,20.0,崭露头角,2013-7-20 21:04 上传,"崭露头角, 积分 22, 距离下一级还需 29 积分",[]
space-uid-4056406.html,U04364,,level_0,海****3,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1067310.html,U04365,,level_1,d****9,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-2601060.html,U04366,md_validated,level_1,麻*林,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['快问医生', '资质认证', '持之以恒LV5']"
space-uid-873292.html,U04367,md_validated,unk,韩*堂,30.0,医界有名,,"医界有名, 积分 62, 距离下一级还需 89 积分","['晋级一级', '晋级一级', '80后', '实名认证', '评论达人LV1', '快问医生', '资质认证', '持之以恒LV2', '我爱企鹅', '人见人爱LV3']"
space-uid-810104.html,U04368,,level_3,仁**术,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分",['持之以恒LV2']
space-uid-4048040.html,U04369,,level_0,W****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4038406.html,U04370,,level_0,v****s,,访问学者,2013-7-8 19:46 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-974108.html,U04371,,level_1,0****0,3.0,初入杏林,2013-7-10 17:38 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV2']"
space-uid-728033.html,U04372,,level_0,济**生,,访问学者,2013-7-11 23:09 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-934026.html,U04373,,level_0,d****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-519945.html,U04374,md1_validated,level_3,l**0,10.0,仁者爱医,2013-7-12 09:45 上传,"仁者爱医, 积分 19, 距离下一级还需 2 积分","['我爱企鹅', '实名认证', '医师资格认证', '快问医生', '资质认证']"
space-uid-4050728.html,U04375,,level_0,海***滩,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-2460593.html,U04376,md1_validated,unk,二**神,48.0,,职称和晋级考试版助理版主,,"['晋级四级', '晋级一级', '15周年', '医师资格认证', '快问医生', '人见人爱LV3', '资质认证', '持之以恒LV6']"
space-uid-253746.html,U04377,,level_0,t****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV2']
space-uid-4048539.html,U04378,,level_0,q****9,,访问学者,2013-7-14 22:50 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",['我爱企鹅']
